Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Month,Year,TimePeriod,Location_encoded,Operator_encoded,AC Type_encoded,Route_encoded,Fatality Rate,Survival Rate,Season
Alaska,Boeing KC-135E,Unknown,Training,Military - U.S. Air Force,57-1481,17552/161,7.0,,,2.0,,,0.0,An explosion occurred in an overheated fuel pump while shuting down the engines.,9,1989,Afternoon,40,497,1916,3547,0.2857142857142857,0.7142857142857143,Fall
New York,USAir,5050,"New York City - Charlotte, NC",Boeing B-737-401,N416US,23884/1643,63.0,57.0,6.0,2.0,2.0,0.0,0.0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.",9,1989,Night,331,2019,574,2473,0.031746031746031744,0.9682539682539683,Fall
Centeral Afghanistan Afghanistan,Military - Afghan,Unknown,Unknown,Mil Mi-8 (helicopter),Unknown,,26.0,,,26.0,,,0.0,,9,1989,Unknown,112,1231,1909,3613,1.0,0.0,Fall
Afghanistan,Military - Afghan,Unknown,Unknown,Mil Mi-17 ( helicopter),Unknown,,24.0,,,24.0,,,0.0,,9,1989,Unknown,33,1231,1902,3613,1.0,0.0,Fall
India,Vayudoot,Unknown,Pune - Hyderabad,Dornier Do-288-201,VT-EJF,8052,11.0,8.0,3.0,11.0,8.0,3.0,0.0,Exploded in mid-air and crashed during a thunderstorm and heavy rain.,9,1989,Night,220,2075,1007,2853,1.0,0.0,Fall
 Canada,Skylink Airlines,070,Vancouver - Terrace,Swearingen SA.227AC Metro III,C-GSLB,AC-481,7.0,5.0,2.0,7.0,5.0,2.0,0.0,"The plane struck trees, losing part of a wing after initiating a go-around. The crew continued with the approach beyond the missed approach point without establishing the required visual references.",9,1989,Morning,5,1766,2180,3638,1.0,0.0,Fall
Arizona,Grand Canyon Airlines,Canyon 5,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,21.0,19.0,2.0,10.0,8.0,2.0,0.0,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around.",9,1989,Morning,53,893,2385,1298,0.47619047619047616,0.5238095238095238,Fall
"Semyonovka ,Ukraine",MAP,Unknown,Mukachevo - 	Moscow,Antonov An-32,CCCP-48095,1705,9.0,4.0,5.0,9.0,4.0,5.0,0.0,Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.,9,1989,Night,443,1173,200,2373,1.0,0.0,Fall
Canada,Military - US,Unknown,Unknown,Boeing KC-135A,56-3592,17341/31,4.0,0.0,4.0,4.0,0.0,4.0,0.0,A dry  fuel pump led to the ignition of fuel vapors.,10,1989,Morning,106,1331,638,3613,1.0,0.0,Fall
Texas,Winchester Air,Unknown,Uncertain - Destsin,Cessna 208 Caravan I,N208W,208-00115,5.0,3.0,2.0,5.0,3.0,2.0,0.0,"The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway.",10,1989,Night,492,2131,813,3611,1.0,0.0,Fall
New Jersey,Air Taxi - Paramount Aviation Corp.,Unknown,"New York, NY - Atlantic City, NJ",Agusta A109A MK II,N21FL,7309,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"In-flight separation of a main rotor blade of the helicopter due to fatigue failure of the main rotor blade spar, which originated at a manufacturing induced scratch (tool mark) that was the result of inadequate quality control.",10,1989,Afternoon,329,271,75,2498,1.0,0.0,Fall
Peru,TAUSA,Unknown,Urpay-Uchiza,Cessna 402C Utililiner,OB-T-1254,402C-0638,12.0,11.0,1.0,12.0,11.0,1.0,0.0,Crashed into mountain after takeoff.,10,1989,Unknown,408,1892,825,3614,1.0,0.0,Fall
Russia,Military - Russian,Unknown,Unknown,Ilyushin IL-76MD,CCCP-76569,33448421,57.0,50.0,7.0,57.0,50.0,7.0,0.0,Crashed into the Caspian sea after reporting an engine fire.,10,1989,Unknown,428,1315,1551,3613,1.0,0.0,Fall
Russia,Aeroflot,Unknown,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,CCCP-76466,23440153,15.0,10.0,5.0,15.0,10.0,5.0,0.0,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.,10,1989,Overnight,428,90,1553,3603,1.0,0.0,Fall
Honduras,TAN,414,Managua - Tegucigalpa,Boeing B-727-224,N88705,19514/597,146.0,138.0,8.0,127.0,123.0,4.0,0.0,The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.,10,1989,Morning,211,1882,500,2068,0.8698630136986302,0.13013698630136983,Fall
USSR,Military - Soviet,Unknown,Unknown,Antonov AN-26,09,,36.0,30.0,6.0,36.0,30.0,6.0,0.0,Crashed while attempting to land in poor weather. Controlled flight into terrain.,10,1989,Unknown,506,1320,160,3613,1.0,0.0,Fall
China,China Airlines (Taiwan),204,Hualien - Taipei,Boeing B-737-209,B-180,23795/1319,54.0,47.0,7.0,54.0,47.0,7.0,0.0,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure.",10,1989,Night,118,628,535,1430,1.0,0.0,Fall
Hawaii,Aloha Island Air,1712,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,N707PV,400,20.0,18.0,2.0,20.0,18.0,2.0,0.0,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff.",10,1989,Night,209,350,2436,1577,1.0,0.0,Fall
Liberia,Weasua Air Ttansport,Unknown,Monrovia-Freetown,Britten-Norman BN-2A Islander,9L-LAV,767,10.0,9.0,1.0,2.0,1.0,1.0,0.0,Crashed on a beach following engine failure.,11,1989,Unknown,258,2101,716,2300,0.2,0.8,Fall
Lesotho,Military - Royal,Unknown,Qacha?s-  Nek-Maseru,Casa 212 Aviocar,LDF-46,389,18.0,16.0,2.0,18.0,16.0,2.0,0.0,Hit a mountain.,11,1989,Unknown,257,1314,795,2859,1.0,0.0,Fall
Russia,Aeroflot,Unknown,Perm - Sovietsky,Antonov AN-24,CCCP-46335,97305602,42.0,36.0,6.0,34.0,28.0,6.0,0.0,The plane collided with  trees 180 m from the Inner Marker.  Weather was below minima with a 80 m cloud base and 2000 m visibility in haze and snow.,11,1989,Afternoon,428,90,153,2725,0.8095238095238095,0.19047619047619047,Fall
Albania,Military - People,Unknown,Unknown,Mil Mi-4 / Mil Mi-4,Unknown,,24.0,,,24.0,,,0.0,Two helicopters transporting bus accident victims collided in mid-air.,11,1989,Unknown,41,1307,1907,3613,1.0,0.0,Fall
South Korea,Korean Airlines,Unknown,Seou - Ulsan,Fokker F-28 Fellowship 4000,HL-7255,11223,52.0,46.0,6.0,1.0,1.0,0.0,0.0,"The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire.",11,1989,Morning,461,1062,1357,3198,0.019230769230769232,0.9807692307692307,Fall
Colombia,AVIANCA,203,Bogota - Cali,Boeing B-727-21,HK-1803,19035/272,107.0,101.0,6.0,107.0,101.0,6.0,3.0,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.,11,1989,Morning,121,30,494,504,1.0,0.0,Fall
Angola,Tepper Aviation,Unknown,Kamina - Jamba,Lockheed L-100-20 Hercules,N9205T,4129,5.0,0.0,5.0,5.0,0.0,5.0,0.0,Crashed while landing.,11,1989,Unknown,47,1918,1766,1583,1.0,0.0,Fall
Venezuela,Lineas Aéreas Cave,Unknown,Canaima - Ciudad Guayana -Charallave,Cessna 402,YV-478C,,7.0,5.0,2.0,3.0,1.0,2.0,0.0,"The aircraft was making a night, VOR instrument approach to Runway 28.  Visual meteorological conditions prevailed, except for some parts of the airport which were obscured by low cloud.  Approaching Runway 28, the aircraft was too high to land and the pilot chose instead to enter a right downwind to land on Runway 10.  At approximately 400 feet above ground level on final for Runway 10, the aircraft entered some clouds, the base of which were reported by the tower operator to be at 10 meters.  The aircraft continued its descent, initially striking some trees about 400 feet short of the runway, then shearing off one of the main landing gear on a hillside road about 200 feet prior to the runway.  The aircraft, under full power and nose up, began to climb, but rolled inverted and crashed at the threshold of Runway 10.  The wing fuel tanks were ruptured and the fuselage, trailing fire, slid across the runway and stopped on the parallel taxiway.  A fire ensued and airport fire and rescue crews put out the fire within 10 minutes.  Both pilots and one passenger were killed by impact and the remaining four passengers were taken to the hospital with moderate injuries.  The primary cause of the accident was the pilot's decision to descend without visual reference to the surface.  A contributing factor was the negative affect on crew performance that resulted from not using oxygen at 12,000 feet during the flight from Ciudad Guayana.",11,1989,Night,519,1138,821,737,0.42857142857142855,0.5714285714285714,Fall
Rhode Island,New England Airlines,Unknown,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,N127JL,69,8.0,7.0,1.0,8.0,7.0,1.0,0.0,Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.,11,1989,Night,424,1402,716,491,1.0,0.0,Fall
Maryland,Military - US,Unknown,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,N296CA,296,5.0,0.0,5.0,5.0,0.0,5.0,0.0,"The crew inadvertently selected ""Beta Range"" on the propellers at 800 feet. The aircraft then stalled and crashed into the river.",12,1989,Morning,277,1331,747,1204,1.0,0.0,Winter
Bolivia,Military - Bolivian,Unknown,Guayaramerin - Santa Cruz,Lockheed C-130A,TAM-62,3187,28.0,18.0,10.0,24.0,,,0.0,The passenger flight crashed into a jungle shortly after taking off.,12,1989,Afternoon,84,1240,1714,1329,0.8571428571428571,0.1428571428571429,Winter
Washington,United Express,2415,Yakima - Pasco,British Aerospace 3101 Jetstream 31,N410UE,776,6.0,4.0,2.0,6.0,4.0,2.0,0.0,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air traffic controller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane.",12,1989,Night,529,2045,682,3754,1.0,0.0,Winter
Romania,Tarom,Unknown,Bicharest - Beogard,Antonov An-24RV,YR-BMJ,77310801,7.0,1.0,6.0,7.0,1.0,6.0,0.0,Crashed in poor weather conditions. Rumors suggest the plane was shot down.,12,1989,Unknown,427,1908,193,467,1.0,0.0,Winter
Milford Sound,Air Fiordland,Unknown,Unknown,Cessna 207 / Cessna 207,ZK-DAX / ZK-DQF,131/53,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"Midair collision. Five killed on ZA-DAX, ZK-DQF landed safely.",12,1989,Unknown,288,194,810,3613,1.0,0.0,Winter
Indonesia,Pelita Air Service,Unknown,Palambang and Jakarta,CASA 212 Aviocar 200,PK-PCM,217/57N,16.0,13.0,3.0,9.0,7.0,2.0,0.0,Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.,1,1990,Afternoon,225,1519,747,2621,0.5625,0.4375,Winter
Russia,Aeroflot,Unknown,Tyumen - Ufa,Tupolev TU-134A,CCCP-65951,2351703,71.0,65.0,6.0,27.0,23.0,4.0,0.0,A fire in the rear cargo hold and fire warning in both engines forced the plane to crash land in a snow laden field. The plane broke up after striking irrigation equipment. Short circuit in the electrical wiring.,1,1990,Afternoon,428,90,2213,3596,0.38028169014084506,0.619718309859155,Winter
Costa Rica,SANSA,032,San Jose - Palmar Sur,CASA 212 Aviocar 200,TI-SAB,163,23.0,20.0,3.0,23.0,20.0,3.0,0.0,"Crashed about 4,500 feet up on 7,250 ft. Pico Blanco Mountain, 10 miles southwest of San Jose, five minutes after taking off in a driving rainstorm. Continued VFR flight into IFR condtions.  The aircraft was not  equipped with a GWPS.",1,1990,Morning,131,1662,747,3072,1.0,0.0,Winter
Colorado,Federal Express,824,Denver - Montrose,Cessna 208A Caravan I Cargomaster,N835FE,208-00091,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The cargo plane crashed into a 14,200 ft. Mount Massive 50 feet below the summit  while en route. Diversion of the pilot's attention, resulting in an in flight collision with terrain during normal cruise flight.",1,1990,Morning,122,815,815,1048,1.0,0.0,Winter
Venezuela,Military - Venezuelan,-,Caracas - Puerto Ayancucho,CASA 212-200 Aviocar,ARV-0210,268,25.0,22.0,3.0,25.0,22.0,3.0,0.0,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast.",1,1990,Morning,519,1336,750,753,1.0,0.0,Winter
Indonesia,Airfast Services,Unknown,Ujung Pandang - Selaparang,Hawker Siddeley HS-748-2A,PK-OBW,1567,19.0,16.0,3.0,19.0,16.0,3.0,0.0,"Crashed into Mt. Ringani after being diverted en route to Denpasair, Bali, due to bad weather.",1,1990,Unknown,225,305,1479,3602,1.0,0.0,Winter
New York,AVIANCA,052,Medellin - New York City,Boeing B-707-321B,HK 2016,19276/592,158.0,149.0,9.0,73.0,65.0,8.0,0.0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",1,1990,Night,331,30,458,2157,0.4620253164556962,0.5379746835443038,Winter
Mongolia,MIAT - Mongolian Airlines,Unknown,Ulan Bator - Uliastaj,Antonov AN-26V,	 BNMAU-10208,	 57310208,30.0,25.0,5.0,30.0,25.0,5.0,0.0,The Antonov crashed after failing to find the destination airport at night.,1,1990,Unknown,295,1176,164,3608,1.0,0.0,Winter
Congo,Military - Congolese,Unknown,Pointe-Noire - Brazzaville,Nord 262C-66,TN-230,103,28.0,23.0,5.0,28.0,23.0,5.0,0.0,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.,1,1990,Afternoon,127,1251,1935,2776,1.0,0.0,Winter
